Title,Year,Issue,ArticleURL,Abstract,Author_Name,Author_University
Specialized Information Systems for the Digitally Disadvantaged,2019,Issue 10,https://aisel.aisnet.org/jais/vol20/iss10/5,No Abstract,Florian Pethig,University of Mannheim
Specialized Information Systems for the Digitally Disadvantaged,2019,Issue 10,https://aisel.aisnet.org/jais/vol20/iss10/5,No Abstract,Julia Kroenung,University of Mannheim
On the Optimal Fixed-Up-To Pricing for Information Services,2019,Issue 10,https://aisel.aisnet.org/jais/vol20/iss10/4,No Abstract,Shinyi Wu,Arizona State University
On the Optimal Fixed-Up-To Pricing for Information Services,2019,Issue 10,https://aisel.aisnet.org/jais/vol20/iss10/4,No Abstract,Paul Pavlou,The University of Houston
Game of Platforms: Strategic Expansion into Rival (Online) Territory,2019,Issue 10,https://aisel.aisnet.org/jais/vol20/iss10/3,No Abstract,Sagit Bar-Gill,Tel Aviv University
Assortment Size and Performance of Online Sellers: An Inverted U-Shaped Relationship,2019,Issue 10,https://aisel.aisnet.org/jais/vol20/iss10/2,No Abstract,Yumei He,Tsinghua University
Assortment Size and Performance of Online Sellers: An Inverted U-Shaped Relationship,2019,Issue 10,https://aisel.aisnet.org/jais/vol20/iss10/2,No Abstract,Xunhua Guo,Tsinghua University
Assortment Size and Performance of Online Sellers: An Inverted U-Shaped Relationship,2019,Issue 10,https://aisel.aisnet.org/jais/vol20/iss10/2,No Abstract,Guoqing Chen,Tsinghua University
Platform Leadership: Managing Boundaries for the Network Growth of Digital Platforms,2019,Issue 10,https://aisel.aisnet.org/jais/vol20/iss10/1,No Abstract,Carmen Leong,University of New South Wales
Platform Leadership: Managing Boundaries for the Network Growth of Digital Platforms,2019,Issue 10,https://aisel.aisnet.org/jais/vol20/iss10/1,No Abstract,Shan L. Pan,University of New South Wales
Platform Leadership: Managing Boundaries for the Network Growth of Digital Platforms,2019,Issue 10,https://aisel.aisnet.org/jais/vol20/iss10/1,No Abstract,Dorothy E. Leidner,Baylor University
Platform Leadership: Managing Boundaries for the Network Growth of Digital Platforms,2019,Issue 10,https://aisel.aisnet.org/jais/vol20/iss10/1,No Abstract,Jin-Song Huang,Beihang University
The Personal in the Policy Cascade,2019,Issue 11,https://aisel.aisnet.org/jais/vol20/iss11/1,No Abstract,Susan J. Winter,"University of Maryland, College Park"
The Personal in the Policy Cascade,2019,Issue 11,https://aisel.aisnet.org/jais/vol20/iss11/1,No Abstract,Carol Saunders,University of South Florida
Measuring Risk from IT Initiatives Using Implied Volatility,2019,Issue 11,https://aisel.aisnet.org/jais/vol20/iss11/5,No Abstract,Dawei (David) Zhang,Lehigh University
Measuring Risk from IT Initiatives Using Implied Volatility,2019,Issue 11,https://aisel.aisnet.org/jais/vol20/iss11/5,No Abstract,Barrie R. Nault,University of Calgary
Medical Crowdsourcing: Harnessing the “Wisdom of the Crowd” to Solve Medical Mysteries,2019,Issue 11,https://aisel.aisnet.org/jais/vol20/iss11/4,No Abstract,Indika Dissanayake,University of North Carolina at Greensboro
Medical Crowdsourcing: Harnessing the “Wisdom of the Crowd” to Solve Medical Mysteries,2019,Issue 11,https://aisel.aisnet.org/jais/vol20/iss11/4,No Abstract,Sridhar Nerur,University of Texas at Arlington
Medical Crowdsourcing: Harnessing the “Wisdom of the Crowd” to Solve Medical Mysteries,2019,Issue 11,https://aisel.aisnet.org/jais/vol20/iss11/4,No Abstract,Rahul Singh,University of North Carolina at Greensboro
Medical Crowdsourcing: Harnessing the “Wisdom of the Crowd” to Solve Medical Mysteries,2019,Issue 11,https://aisel.aisnet.org/jais/vol20/iss11/4,No Abstract,Yang Lee,Northeastern University
Beautiful is Good and Good is Reputable: Multiple-Attribute Charity Website Evaluation and Initial Perceptions of Reputation Under the Halo Effect,2019,Issue 11,https://aisel.aisnet.org/jais/vol20/iss11/3,No Abstract,Dong-Heon Kwak,Kent State University
Beautiful is Good and Good is Reputable: Multiple-Attribute Charity Website Evaluation and Initial Perceptions of Reputation Under the Halo Effect,2019,Issue 11,https://aisel.aisnet.org/jais/vol20/iss11/3,No Abstract,K. (Ram) Ramamurthy,"University of Wisconsin, Milwaukee"
Beautiful is Good and Good is Reputable: Multiple-Attribute Charity Website Evaluation and Initial Perceptions of Reputation Under the Halo Effect,2019,Issue 11,https://aisel.aisnet.org/jais/vol20/iss11/3,No Abstract,Derek L. Nazareth,"University of Wisconsin, Milwaukee"
How Paternalistic Leadership Influences IT Security Policy Compliance: The Mediating Role of the Social Bond,2019,Issue 11,https://aisel.aisnet.org/jais/vol20/iss11/2,No Abstract,Gengzhong Feng,Xi’an Jiaotong University
How Paternalistic Leadership Influences IT Security Policy Compliance: The Mediating Role of the Social Bond,2019,Issue 11,https://aisel.aisnet.org/jais/vol20/iss11/2,No Abstract,Jiawen Zhu,Xi’an Jiaotong University / City University of Hong Kong
How Paternalistic Leadership Influences IT Security Policy Compliance: The Mediating Role of the Social Bond,2019,Issue 11,https://aisel.aisnet.org/jais/vol20/iss11/2,No Abstract,Nengmin Wang,Xi’an Jiaotong University
How Paternalistic Leadership Influences IT Security Policy Compliance: The Mediating Role of the Social Bond,2019,Issue 11,https://aisel.aisnet.org/jais/vol20/iss11/2,No Abstract,Huigang Liang,University of Memphis
A Field-Based View on Gender in the Information Systems Discipline: Preliminary Evidence and an Agenda for Change,2019,Issue 12,https://aisel.aisnet.org/jais/vol20/iss12/2,No Abstract,Babita Gupta,"California State University Monterey Bay, USA"
A Field-Based View on Gender in the Information Systems Discipline: Preliminary Evidence and an Agenda for Change,2019,Issue 12,https://aisel.aisnet.org/jais/vol20/iss12/2,No Abstract,Eleanor T. Loiacono,Worcester Polytechnic Institute
A Field-Based View on Gender in the Information Systems Discipline: Preliminary Evidence and an Agenda for Change,2019,Issue 12,https://aisel.aisnet.org/jais/vol20/iss12/2,No Abstract,Jason Bennett Thatcher,Clemson University
Editorial: A Brief Retrospective (2013-2019),2019,Issue 12,https://aisel.aisnet.org/jais/vol20/iss12/1,No Abstract,Suprateek Sarker,University of Virginia
Editorial: A Brief Retrospective (2013-2019),2019,Issue 12,https://aisel.aisnet.org/jais/vol20/iss12/1,No Abstract,Prashant Palvia,University of North Carolina at Greensboro
Editorial: A Brief Retrospective (2013-2019),2019,Issue 12,https://aisel.aisnet.org/jais/vol20/iss12/1,No Abstract,Abdullah Oguz,University of North Carolina at Greensboro
Editorial: A Brief Retrospective (2013-2019),2019,Issue 12,https://aisel.aisnet.org/jais/vol20/iss12/1,No Abstract,Caven Wu,University of North Carolina at Greensboro
Editorial: A Brief Retrospective (2013-2019),2019,Issue 12,https://aisel.aisnet.org/jais/vol20/iss12/1,No Abstract,Xiao Xiao,Copenhagen Business School
"Generally Speaking, Context Matters: Making the Case for a Change from Universal to Particular ISP Research",2019,Issue 12,https://aisel.aisnet.org/jais/vol20/iss12/7,No Abstract,Sal Aurigemma,University of Tulsa
"Generally Speaking, Context Matters: Making the Case for a Change from Universal to Particular ISP Research",2019,Issue 12,https://aisel.aisnet.org/jais/vol20/iss12/7,No Abstract,Thomas Mattson,University of Richmond
Mobile Health (mHealth) Channel Preference: An Integrated Perspective of Approach-Avoidance Beliefs and Regulatory Focus,2019,Issue 12,https://aisel.aisnet.org/jais/vol20/iss12/6,No Abstract,Liwei Chen,University of Cincinnati
Mobile Health (mHealth) Channel Preference: An Integrated Perspective of Approach-Avoidance Beliefs and Regulatory Focus,2019,Issue 12,https://aisel.aisnet.org/jais/vol20/iss12/6,No Abstract,Aaron Baird,Georgia State University
Mobile Health (mHealth) Channel Preference: An Integrated Perspective of Approach-Avoidance Beliefs and Regulatory Focus,2019,Issue 12,https://aisel.aisnet.org/jais/vol20/iss12/6,No Abstract,Arun Rai,Georgia State University
The Role of Evaluability Bias and the Fairness Effect in the Escalation of Commitment to Troubled Software Product Development Projects,2019,Issue 12,https://aisel.aisnet.org/jais/vol20/iss12/5,No Abstract,Jong Seok Lee,"The University of Tennessee, Knoxville"
The Role of Evaluability Bias and the Fairness Effect in the Escalation of Commitment to Troubled Software Product Development Projects,2019,Issue 12,https://aisel.aisnet.org/jais/vol20/iss12/5,No Abstract,Mark Keil,Georgia State University
The Role of Evaluability Bias and the Fairness Effect in the Escalation of Commitment to Troubled Software Product Development Projects,2019,Issue 12,https://aisel.aisnet.org/jais/vol20/iss12/5,No Abstract,Sang Cheol Park,Daegu University
Integrating Cognition with an Affective Lens to Better Understand Information Security Policy Compliance,2019,Issue 12,https://aisel.aisnet.org/jais/vol20/iss12/4,No Abstract,Dustin Ormond,Creighton University
Integrating Cognition with an Affective Lens to Better Understand Information Security Policy Compliance,2019,Issue 12,https://aisel.aisnet.org/jais/vol20/iss12/4,No Abstract,Merrill Warkentin,Mississippi State University
Integrating Cognition with an Affective Lens to Better Understand Information Security Policy Compliance,2019,Issue 12,https://aisel.aisnet.org/jais/vol20/iss12/4,No Abstract,Robert E. Crossler,Washington State University
Design Science Research in Doctoral Projects: An Analysis of Australian Theses,2019,Issue 12,https://aisel.aisnet.org/jais/vol20/iss12/3,No Abstract,Aileen Cater-Steel,University of Southern Queensland
Design Science Research in Doctoral Projects: An Analysis of Australian Theses,2019,Issue 12,https://aisel.aisnet.org/jais/vol20/iss12/3,No Abstract,Mark Toleman,University of Southern Queensland
Design Science Research in Doctoral Projects: An Analysis of Australian Theses,2019,Issue 12,https://aisel.aisnet.org/jais/vol20/iss12/3,No Abstract,Mohammad Mehdi Rajaeian,Australian Catholic University
From Project Management to Program Management: An Invitation to Investigate Programs Where IT Plays a Significant Role,2018,Issue 1,https://aisel.aisnet.org/jais/vol19/iss1/1,No Abstract,James J. Jiang,National Taiwan University
From Project Management to Program Management: An Invitation to Investigate Programs Where IT Plays a Significant Role,2018,Issue 1,https://aisel.aisnet.org/jais/vol19/iss1/1,No Abstract,Gary Klein,University of Colorado
From Project Management to Program Management: An Invitation to Investigate Programs Where IT Plays a Significant Role,2018,Issue 1,https://aisel.aisnet.org/jais/vol19/iss1/1,No Abstract,Walter D. Fernandez,The University of New South Wales
Fast and Slow Processes Underlying Theories of Information Technology Use,2018,Issue 1,https://aisel.aisnet.org/jais/vol19/iss1/3,No Abstract,Thomas W. Ferratt,University of Dayton
Fast and Slow Processes Underlying Theories of Information Technology Use,2018,Issue 1,https://aisel.aisnet.org/jais/vol19/iss1/3,No Abstract,Jayesh Prasad,University of Dayton
Fast and Slow Processes Underlying Theories of Information Technology Use,2018,Issue 1,https://aisel.aisnet.org/jais/vol19/iss1/3,No Abstract,E. James Dunne,University of Dayton
"E-commerce Product Networks, Word-of-mouth Convergence, and Product Sales",2018,Issue 1,https://aisel.aisnet.org/jais/vol19/iss1/2,No Abstract,Zhijie Lin,Nanjing University
"E-commerce Product Networks, Word-of-mouth Convergence, and Product Sales",2018,Issue 1,https://aisel.aisnet.org/jais/vol19/iss1/2,No Abstract,Quansheng Wang,Nanjing University
ICT Challenges and Opportunities in Building a “Bright Society”,2018,Issue 2,https://aisel.aisnet.org/jais/vol19/iss2/4,No Abstract,Wonseok Oh,Korea Advanced Institute of Science and Technology
ICT Challenges and Opportunities in Building a “Bright Society”,2018,Issue 2,https://aisel.aisnet.org/jais/vol19/iss2/4,No Abstract,Alessandro Acquisti,Carnegie Mellon University
ICT Challenges and Opportunities in Building a “Bright Society”,2018,Issue 2,https://aisel.aisnet.org/jais/vol19/iss2/4,No Abstract,Choon Ling Sia,City University of Hong Kong
Design and Validation of the Bright Internet,2018,Issue 2,https://aisel.aisnet.org/jais/vol19/iss2/3,No Abstract,Jae Kyu Lee,Korea Advanced Institute of Science and Technology
Design and Validation of the Bright Internet,2018,Issue 2,https://aisel.aisnet.org/jais/vol19/iss2/3,No Abstract,Daegon Cho,Korea Advanced Institute of Science and Technology
Design and Validation of the Bright Internet,2018,Issue 2,https://aisel.aisnet.org/jais/vol19/iss2/3,No Abstract,Gyoo Gun Lim,Hanyang University
The Role of Information and Communication Technology in Self-Management of Chronic Diseases: An Empirical Investigation through Value Sensitive Design,2018,Issue 2,https://aisel.aisnet.org/jais/vol19/iss2/2,No Abstract,Majid Dadgar,University of San Francisco
The Role of Information and Communication Technology in Self-Management of Chronic Diseases: An Empirical Investigation through Value Sensitive Design,2018,Issue 2,https://aisel.aisnet.org/jais/vol19/iss2/2,No Abstract,K.D. Joshi,Washington State Univeristy
Cyberbullying Victimization through Social Networking Sites and Adjustment Difficulties: The Role of Parental Mediation,2018,Issue 2,https://aisel.aisnet.org/jais/vol19/iss2/1,No Abstract,Michelle Wright,Penn State University
Love at First Sight: The Interplay Between Privacy Dispositions and Privacy Calculus in Online Social Connectivity Management,2018,Issue 3,https://aisel.aisnet.org/jais/vol19/iss3/4,No Abstract,Ben Choi,Nanyang Technological University
Love at First Sight: The Interplay Between Privacy Dispositions and Privacy Calculus in Online Social Connectivity Management,2018,Issue 3,https://aisel.aisnet.org/jais/vol19/iss3/4,No Abstract,Yi Wu,Tianjin University
Love at First Sight: The Interplay Between Privacy Dispositions and Privacy Calculus in Online Social Connectivity Management,2018,Issue 3,https://aisel.aisnet.org/jais/vol19/iss3/4,No Abstract,Jie Yu,Nottingham Business School
Love at First Sight: The Interplay Between Privacy Dispositions and Privacy Calculus in Online Social Connectivity Management,2018,Issue 3,https://aisel.aisnet.org/jais/vol19/iss3/4,No Abstract,Lesley Pek Wee Land,The University of New South Wales
Preventing State-Led Cyberattacks Using the Bright Internet and Internet Peace Principles,2018,Issue 3,https://aisel.aisnet.org/jais/vol19/iss3/3,No Abstract,Young Yung Shin,Korea Advanced Institute of Science and Technology
Preventing State-Led Cyberattacks Using the Bright Internet and Internet Peace Principles,2018,Issue 3,https://aisel.aisnet.org/jais/vol19/iss3/3,No Abstract,Jae Kyu Lee,Korea Advanced Institute of Science and Technology
Preventing State-Led Cyberattacks Using the Bright Internet and Internet Peace Principles,2018,Issue 3,https://aisel.aisnet.org/jais/vol19/iss3/3,No Abstract,Myungchul Kim,Korea Advanced Institute of Science and Technology
Online Comment Moderation Policies for Deliberative Discussion–Seed Comments and Identifiability,2018,Issue 3,https://aisel.aisnet.org/jais/vol19/iss3/2,No Abstract,Kil-Soo Suh,Yonsei University
Online Comment Moderation Policies for Deliberative Discussion–Seed Comments and Identifiability,2018,Issue 3,https://aisel.aisnet.org/jais/vol19/iss3/2,No Abstract,Seongwon Lee,Dankook University
Online Comment Moderation Policies for Deliberative Discussion–Seed Comments and Identifiability,2018,Issue 3,https://aisel.aisnet.org/jais/vol19/iss3/2,No Abstract,Eung-Kyo Suh,Dankook University
Online Comment Moderation Policies for Deliberative Discussion–Seed Comments and Identifiability,2018,Issue 3,https://aisel.aisnet.org/jais/vol19/iss3/2,No Abstract,Hojin Lee,Korea Land and Housing Corporation
Online Comment Moderation Policies for Deliberative Discussion–Seed Comments and Identifiability,2018,Issue 3,https://aisel.aisnet.org/jais/vol19/iss3/2,No Abstract,Jaehoon Lee,"University of New South Wales, Australia"
The Role of ICT as a Double-Edged Sword in Fostering Societal Transformations,2018,Issue 3,https://aisel.aisnet.org/jais/vol19/iss3/1,No Abstract,Gun-woong Lee,Sungkyunkwan University
The Role of ICT as a Double-Edged Sword in Fostering Societal Transformations,2018,Issue 3,https://aisel.aisnet.org/jais/vol19/iss3/1,No Abstract,Benjamin Shao,Arizona State University
The Role of ICT as a Double-Edged Sword in Fostering Societal Transformations,2018,Issue 3,https://aisel.aisnet.org/jais/vol19/iss3/1,No Abstract,Ajay Vinze,University of Missouri
Intervention Effect Rates as a Path to Research Relevance: Information Systems Security Example,2018,Issue 4,https://aisel.aisnet.org/jais/vol19/iss4/4,No Abstract,Mikko Siponen,University of Jyväskylä
Intervention Effect Rates as a Path to Research Relevance: Information Systems Security Example,2018,Issue 4,https://aisel.aisnet.org/jais/vol19/iss4/4,No Abstract,Richard L. Baskerville,Georgia State University
Optimal Freemium Strategy for Information Goods in the Presence of Piracy,2018,Issue 4,https://aisel.aisnet.org/jais/vol19/iss4/3,No Abstract,Guofang Nan,Tianjin University
Optimal Freemium Strategy for Information Goods in the Presence of Piracy,2018,Issue 4,https://aisel.aisnet.org/jais/vol19/iss4/3,No Abstract,Dan Wu,Tianjin University
Optimal Freemium Strategy for Information Goods in the Presence of Piracy,2018,Issue 4,https://aisel.aisnet.org/jais/vol19/iss4/3,No Abstract,Minqiang Li,Tianjin University
Optimal Freemium Strategy for Information Goods in the Presence of Piracy,2018,Issue 4,https://aisel.aisnet.org/jais/vol19/iss4/3,No Abstract,Yong Tan,University of Washington
User Resistance to the Implementation of Information Systems: A Psychological Contract Breach Perspective,2018,Issue 4,https://aisel.aisnet.org/jais/vol19/iss4/2,No Abstract,Tung-ching Lin,National Sun Yat-Sen University
User Resistance to the Implementation of Information Systems: A Psychological Contract Breach Perspective,2018,Issue 4,https://aisel.aisnet.org/jais/vol19/iss4/2,No Abstract,Shiu-li Huang,National Taipei University
User Resistance to the Implementation of Information Systems: A Psychological Contract Breach Perspective,2018,Issue 4,https://aisel.aisnet.org/jais/vol19/iss4/2,No Abstract,Shun-Chi Chiang,National Sun Yat-Sen University
The Use of Impression Management Strategies to Manage Stock Market Reactions to IT Failures,2018,Issue 4,https://aisel.aisnet.org/jais/vol19/iss4/1,No Abstract,Jason H. Triche,University of Montana - Missoula
The Use of Impression Management Strategies to Manage Stock Market Reactions to IT Failures,2018,Issue 4,https://aisel.aisnet.org/jais/vol19/iss4/1,No Abstract,Eric Walden,Texas Tech University
Design Science Research Contributions: Finding a Balance between Artifact and Theory,2018,Issue 5,https://aisel.aisnet.org/jais/vol19/iss5/3,No Abstract,Richard Baskerville,Georgia State University
Design Science Research Contributions: Finding a Balance between Artifact and Theory,2018,Issue 5,https://aisel.aisnet.org/jais/vol19/iss5/3,No Abstract,Abayomi Baiyere,"University of Turku, Finland"
Design Science Research Contributions: Finding a Balance between Artifact and Theory,2018,Issue 5,https://aisel.aisnet.org/jais/vol19/iss5/3,No Abstract,Shirley Gregor,Australian National University
Design Science Research Contributions: Finding a Balance between Artifact and Theory,2018,Issue 5,https://aisel.aisnet.org/jais/vol19/iss5/3,No Abstract,Alan Hevner,University of South Florida
Design Science Research Contributions: Finding a Balance between Artifact and Theory,2018,Issue 5,https://aisel.aisnet.org/jais/vol19/iss5/3,No Abstract,Matti Rossi,Aalto University
"Emotional Attachment, Performance, and Viability in Teams Collaborating with Embodied Physical Action (EPA) Robots",2018,Issue 5,https://aisel.aisnet.org/jais/vol19/iss5/2,No Abstract,Sangseok You,HEC Paris
"Emotional Attachment, Performance, and Viability in Teams Collaborating with Embodied Physical Action (EPA) Robots",2018,Issue 5,https://aisel.aisnet.org/jais/vol19/iss5/2,No Abstract,Lionel P. Robert Jr.,University of Michigan
The Effects of Media Capabilities on the Rationalization of Online Consumer Fraud,2018,Issue 5,https://aisel.aisnet.org/jais/vol19/iss5/1,No Abstract,Andrew Harrison,University of Cincinnati
Review and Theory Symbiosis: An Introspective Retrospective,2018,Issue 6,https://aisel.aisnet.org/jais/vol19/iss6/1,No Abstract,Dorothy E. Leidner,Baylor University and Lund University
From Placebo to Panacea: Studying the Diffusion of IT Management Techniques with Ambiguous Efficiencies: The Case of Capability Maturity Model,2018,Issue 6,https://aisel.aisnet.org/jais/vol19/iss6/4,No Abstract,Saeed Akhlaghpour,University of Queensland
From Placebo to Panacea: Studying the Diffusion of IT Management Techniques with Ambiguous Efficiencies: The Case of Capability Maturity Model,2018,Issue 6,https://aisel.aisnet.org/jais/vol19/iss6/4,No Abstract,Liette Lapointe,McGill University
Helpfulness of Online Review Content: The Moderating Effects of Temporal and Social Cues,2018,Issue 6,https://aisel.aisnet.org/jais/vol19/iss6/3,No Abstract,Liqiang Huang,Zhejiang University
Helpfulness of Online Review Content: The Moderating Effects of Temporal and Social Cues,2018,Issue 6,https://aisel.aisnet.org/jais/vol19/iss6/3,No Abstract,Chuan-Hoo Tan,National University of Singapore
Helpfulness of Online Review Content: The Moderating Effects of Temporal and Social Cues,2018,Issue 6,https://aisel.aisnet.org/jais/vol19/iss6/3,No Abstract,Weiling Ke,Clarkson University
Helpfulness of Online Review Content: The Moderating Effects of Temporal and Social Cues,2018,Issue 6,https://aisel.aisnet.org/jais/vol19/iss6/3,No Abstract,Kwok Kee Wei,National University of Singapore
Research in Information Systems: Intra-Disciplinary and Inter-Disciplinary Approaches,2018,Issue 6,https://aisel.aisnet.org/jais/vol19/iss6/2,No Abstract,Monideepa Tarafdar,"Management Science Department, Lancaster University Management School"
Research in Information Systems: Intra-Disciplinary and Inter-Disciplinary Approaches,2018,Issue 6,https://aisel.aisnet.org/jais/vol19/iss6/2,No Abstract,Robert M. Davison,City University of Hong Kong
Reinterpreting the Kuhnian Paradigm in Information Systems,2018,Issue 7,https://aisel.aisnet.org/jais/vol19/iss7/6,No Abstract,Nik R. Hassan,University of Minnesota - Duluth
Reinterpreting the Kuhnian Paradigm in Information Systems,2018,Issue 7,https://aisel.aisnet.org/jais/vol19/iss7/6,No Abstract,John Mingers,University of Kent
Demystifying the Influential IS Legends of Positivism,2018,Issue 7,https://aisel.aisnet.org/jais/vol19/iss7/5,No Abstract,Mikko Siponen,University of Jyväskylä
Demystifying the Influential IS Legends of Positivism,2018,Issue 7,https://aisel.aisnet.org/jais/vol19/iss7/5,No Abstract,Aggeliki Tsohou,Ionian University
Solving the Interpretational-Confounding and Interpretational-Ambiguity Problems of Formative Construct Modeling in Behavioral Research: Proposing a Two-Stage Fixed-Weight Redundancy Approach,2018,Issue 7,https://aisel.aisnet.org/jais/vol19/iss7/4,No Abstract,Chao-Min Chiu,National Sun Yat-Sen University
Solving the Interpretational-Confounding and Interpretational-Ambiguity Problems of Formative Construct Modeling in Behavioral Research: Proposing a Two-Stage Fixed-Weight Redundancy Approach,2018,Issue 7,https://aisel.aisnet.org/jais/vol19/iss7/4,No Abstract,Jack Shih-Chieh Hsu,National Sun Yat-Sen University
Solving the Interpretational-Confounding and Interpretational-Ambiguity Problems of Formative Construct Modeling in Behavioral Research: Proposing a Two-Stage Fixed-Weight Redundancy Approach,2018,Issue 7,https://aisel.aisnet.org/jais/vol19/iss7/4,No Abstract,Paul Benjamin Lowry,City University of Hong Kong
Solving the Interpretational-Confounding and Interpretational-Ambiguity Problems of Formative Construct Modeling in Behavioral Research: Proposing a Two-Stage Fixed-Weight Redundancy Approach,2018,Issue 7,https://aisel.aisnet.org/jais/vol19/iss7/4,No Abstract,Ting-Peng Liang,National Chengchi University
Learning from First-Generation Qualitative Approaches in the IS Discipline: An Evolutionary View and Some Implications for Authors and Evaluators (PART 1/2),2018,Issue 8,https://aisel.aisnet.org/jais/vol19/iss8/1,No Abstract,Suprateek Sarker,University of Virginia
Learning from First-Generation Qualitative Approaches in the IS Discipline: An Evolutionary View and Some Implications for Authors and Evaluators (PART 1/2),2018,Issue 8,https://aisel.aisnet.org/jais/vol19/iss8/1,No Abstract,Xiao Xiao,Copenhagen Business School
Learning from First-Generation Qualitative Approaches in the IS Discipline: An Evolutionary View and Some Implications for Authors and Evaluators (PART 1/2),2018,Issue 8,https://aisel.aisnet.org/jais/vol19/iss8/1,No Abstract,Tanya Beaulieu,Utah State University
Learning from First-Generation Qualitative Approaches in the IS Discipline: An Evolutionary View and Some Implications for Authors and Evaluators (PART 1/2),2018,Issue 8,https://aisel.aisnet.org/jais/vol19/iss8/1,No Abstract,Allen S. Lee,Virginia Commonwealth University
Pricing in C2C Sharing Platforms,2018,Issue 8,https://aisel.aisnet.org/jais/vol19/iss8/4,No Abstract,Stefen Zimmermann,University of Innsbruck
Pricing in C2C Sharing Platforms,2018,Issue 8,https://aisel.aisnet.org/jais/vol19/iss8/4,No Abstract,Peter Angerer,Universitat Innsbruck
Pricing in C2C Sharing Platforms,2018,Issue 8,https://aisel.aisnet.org/jais/vol19/iss8/4,No Abstract,Daniel Provin,Universitat Innsbruck
Pricing in C2C Sharing Platforms,2018,Issue 8,https://aisel.aisnet.org/jais/vol19/iss8/4,No Abstract,Barrie R. Nault,University of Calgary
"Don’t Even Think About It! The Effects of Antineutralization, Informational, and Normative Communication on Information Security Compliance",2018,Issue 8,https://aisel.aisnet.org/jais/vol19/iss8/3,No Abstract,Jordan B. Barlow,University of St. Thomas
"Don’t Even Think About It! The Effects of Antineutralization, Informational, and Normative Communication on Information Security Compliance",2018,Issue 8,https://aisel.aisnet.org/jais/vol19/iss8/3,No Abstract,Merrill Warkentin,Mississippi State University
"Don’t Even Think About It! The Effects of Antineutralization, Informational, and Normative Communication on Information Security Compliance",2018,Issue 8,https://aisel.aisnet.org/jais/vol19/iss8/3,No Abstract,Dustin Ormond,Creighton University
"Don’t Even Think About It! The Effects of Antineutralization, Informational, and Normative Communication on Information Security Compliance",2018,Issue 8,https://aisel.aisnet.org/jais/vol19/iss8/3,No Abstract,Alan Dennis,Indiana University - Bloomington
Impact of the Information Technology Unit on Information Technology-Embedded Product Innovation,2018,Issue 8,https://aisel.aisnet.org/jais/vol19/iss8/2,No Abstract,Monideepa Tarafdar,Lancaster University
Impact of the Information Technology Unit on Information Technology-Embedded Product Innovation,2018,Issue 8,https://aisel.aisnet.org/jais/vol19/iss8/2,No Abstract,Hüseyin Tanriverdi,University of Texas at Austin
Learning from First-Generation Qualitative Approaches in the IS Discipline: An Evolutionary View and Some Implications for Authors and Evaluators (Part 2/2),2018,Issue 9,https://aisel.aisnet.org/jais/vol19/iss9/1,No Abstract,Suprateek Sarker,University of Virginia
Learning from First-Generation Qualitative Approaches in the IS Discipline: An Evolutionary View and Some Implications for Authors and Evaluators (Part 2/2),2018,Issue 9,https://aisel.aisnet.org/jais/vol19/iss9/1,No Abstract,Xiao Xiao,Copenhagen Business School
Learning from First-Generation Qualitative Approaches in the IS Discipline: An Evolutionary View and Some Implications for Authors and Evaluators (Part 2/2),2018,Issue 9,https://aisel.aisnet.org/jais/vol19/iss9/1,No Abstract,Tanya Beaulieu,Utah State University
Learning from First-Generation Qualitative Approaches in the IS Discipline: An Evolutionary View and Some Implications for Authors and Evaluators (Part 2/2),2018,Issue 9,https://aisel.aisnet.org/jais/vol19/iss9/1,No Abstract,Allen S. Lee,Virginia Commonwealth University
When Institutional Logics Meet Information and Communication Technologies: Examining Hybrid Information Practices in Ghana’s Agriculture,2018,Issue 9,https://aisel.aisnet.org/jais/vol19/iss9/4,No Abstract,Mira Slavova,University of Warwick and University of Pretoria
When Institutional Logics Meet Information and Communication Technologies: Examining Hybrid Information Practices in Ghana’s Agriculture,2018,Issue 9,https://aisel.aisnet.org/jais/vol19/iss9/4,No Abstract,Stan Karanasios,RMIT University
How Social Media-Enabled Communication Awareness Enhances Project Team Performance,2018,Issue 9,https://aisel.aisnet.org/jais/vol19/iss9/3,No Abstract,Oliver Krancher,IT University of Copenhagen
How Social Media-Enabled Communication Awareness Enhances Project Team Performance,2018,Issue 9,https://aisel.aisnet.org/jais/vol19/iss9/3,No Abstract,Jens Dibbern,University of Bern
How Social Media-Enabled Communication Awareness Enhances Project Team Performance,2018,Issue 9,https://aisel.aisnet.org/jais/vol19/iss9/3,No Abstract,Paul Meyer,"Meyer Werft, Germany"
"Concentration, Competence, Confidence, and Capture: An Experimental Study of Age, Interruption-based Technostress, and Task Performance",2018,Issue 9,https://aisel.aisnet.org/jais/vol19/iss9/2,No Abstract,Stefan Tams,HEC Montreal
"Concentration, Competence, Confidence, and Capture: An Experimental Study of Age, Interruption-based Technostress, and Task Performance",2018,Issue 9,https://aisel.aisnet.org/jais/vol19/iss9/2,No Abstract,Jason B. Thatcher,University of Alabama
"Concentration, Competence, Confidence, and Capture: An Experimental Study of Age, Interruption-based Technostress, and Task Performance",2018,Issue 9,https://aisel.aisnet.org/jais/vol19/iss9/2,No Abstract,Varun Grover,University of Arkansas
