URL,Journal_Title,Standardized_Title,month_year,Abstract,Keywords,Author_Name,Standardized_Author,Author_University,Standardized_University,Author_State,Author_Country
https://www.sciencedirect.com/science/article/pii/S0306437922000400,Information Systems,Elastic scalable transaction processing in LeanXcale☆,,,"['Transaction processing', 'Transaction management', 'NewSQL database system', 'Scalability', 'Elasticity', 'Cloud', 'TPC-C']",Ricardo Jimenez-Peris,Ricardo Jimenez-Peris,,,,Spain
https://www.sciencedirect.com/science/article/pii/S0306437922000400,Information Systems,Elastic scalable transaction processing in LeanXcale☆,,,"['Transaction processing', 'Transaction management', 'NewSQL database system', 'Scalability', 'Elasticity', 'Cloud', 'TPC-C']",Diego Burgos-Sancho,Diego Burgos-Sancho,,,,Spain
https://www.sciencedirect.com/science/article/pii/S0306437922000400,Information Systems,Elastic scalable transaction processing in LeanXcale☆,,,"['Transaction processing', 'Transaction management', 'NewSQL database system', 'Scalability', 'Elasticity', 'Cloud', 'TPC-C']",Francisco Ballesteros,Francisco Ballesteros,,,,Spain
https://www.sciencedirect.com/science/article/pii/S0306437922000400,Information Systems,Elastic scalable transaction processing in LeanXcale☆,,,"['Transaction processing', 'Transaction management', 'NewSQL database system', 'Scalability', 'Elasticity', 'Cloud', 'TPC-C']",Marta Patiño-Martinez,Marta Patiño-Martinez,,,,Spain
https://www.sciencedirect.com/science/article/pii/S0306437922000400,Information Systems,Elastic scalable transaction processing in LeanXcale☆,,,"['Transaction processing', 'Transaction management', 'NewSQL database system', 'Scalability', 'Elasticity', 'Cloud', 'TPC-C']",Patrick Valduriez,Patrick Valduriez,University of Montpellier,University of Montpellier 2,,France
https://www.sciencedirect.com/science/article/pii/S0306437922000394,Information Systems,Diversifying repairs of Denial constraint violations,,,[],Shuai Li,Shuai Li,School of Computer Science,and School of Computer Science,,China
https://www.sciencedirect.com/science/article/pii/S0306437922000394,Information Systems,Diversifying repairs of Denial constraint violations,,,[],Yue Zhang,Yue Zhang,School of Computer Science,and School of Computer Science,,China
https://www.sciencedirect.com/science/article/pii/S0306437922000394,Information Systems,Diversifying repairs of Denial constraint violations,,,[],Zijing Tan,Zijing Tan,School of Computer Science,and School of Computer Science,,China
https://www.sciencedirect.com/science/article/pii/S0306437922000394,Information Systems,Diversifying repairs of Denial constraint violations,,,[],Shuai Ma,Shuai Ma,School of Computer Science and Engineering,School of Computer Science and Engineering,,China
https://www.sciencedirect.com/science/article/pii/S0306437922000412,Information Systems,Predicting information diffusion via deep temporal convolutional networks,,,[],Qihang Zhao,Qihang Zhao,School of Management,School of Management,,PR China
https://www.sciencedirect.com/science/article/pii/S0306437922000412,Information Systems,Predicting information diffusion via deep temporal convolutional networks,,,[],Yuzhe Zhang,Yuzhe Zhang,School of Management,School of Management,,PR China
https://www.sciencedirect.com/science/article/pii/S0306437922000412,Information Systems,Predicting information diffusion via deep temporal convolutional networks,,,[],Xiaodong Feng,Xiaodong Feng,School of Public Affairs and Administration,School of Public Affairs and Administration,,PR China
https://www.sciencedirect.com/science/article/pii/S0306437921001320,Information Systems,A critique and attack on “Blockchain-based privacy-preserving record linkage”,,,[],Peter Christen,Peter Christen,School of Computing,School of Computing,,Australia
https://www.sciencedirect.com/science/article/pii/S0306437921001320,Information Systems,A critique and attack on “Blockchain-based privacy-preserving record linkage”,,,[],Rainer Schnell,Rainer Schnell,University of Duisburg–Essen,University of Duisburg–Essen,,Germany
https://www.sciencedirect.com/science/article/pii/S0306437921001320,Information Systems,A critique and attack on “Blockchain-based privacy-preserving record linkage”,,,[],Thilina Ranbaduge,Thilina Ranbaduge,School of Computing,School of Computing,,Australia
https://www.sciencedirect.com/science/article/pii/S0306437921001320,Information Systems,A critique and attack on “Blockchain-based privacy-preserving record linkage”,,,[],Anushka Vidanage,Anushka Vidanage,School of Computing,School of Computing,,Australia
https://www.sciencedirect.com/science/article/pii/S0306437921001356,Information Systems,Explanation and answers to critiques on: Blockchain-based Privacy-Preserving Record Linkage,,,[],Thiago Nóbrega,Thiago Nóbrega,Federal University of Campina Grande (UFCG),Federal University of Campina Grande (UFCG),,Brazil
https://www.sciencedirect.com/science/article/pii/S0306437921001356,Information Systems,Explanation and answers to critiques on: Blockchain-based Privacy-Preserving Record Linkage,,,[],Carlos Eduardo S. Pires,Carlos Eduardo S. Pires,Federal University of Campina Grande (UFCG),Federal University of Campina Grande (UFCG),,Brazil
https://www.sciencedirect.com/science/article/pii/S0306437921001356,Information Systems,Explanation and answers to critiques on: Blockchain-based Privacy-Preserving Record Linkage,,,[],Dimas Cassimiro Nascimento,Dimas Cassimiro Nascimento,Universidade Federal do Agreste de Pernambuco/Federal Rural University of Pernambuco,Universidade Federal do Agreste de Pernambuco/Federal Rural University of Pernambuco,,Brazil
https://www.sciencedirect.com/science/article/pii/S0306437922000242,Information Systems,A reproducible POI recommendation framework: Works mapping and benchmark evaluation,,,[],Heitor Werneck,Heitor Werneck,,,,Brazil
https://www.sciencedirect.com/science/article/pii/S0306437922000242,Information Systems,A reproducible POI recommendation framework: Works mapping and benchmark evaluation,,,[],Nícollas Silva,Nícollas Silva,,,,Brazil
https://www.sciencedirect.com/science/article/pii/S0306437922000242,Information Systems,A reproducible POI recommendation framework: Works mapping and benchmark evaluation,,,[],Adriano Pereira,Adriano Pereira,,,,Brazil
https://www.sciencedirect.com/science/article/pii/S0306437922000242,Information Systems,A reproducible POI recommendation framework: Works mapping and benchmark evaluation,,,[],Matheus Carvalho,Matheus Carvalho,,,,Brazil
https://www.sciencedirect.com/science/article/pii/S0306437922000242,Information Systems,A reproducible POI recommendation framework: Works mapping and benchmark evaluation,,,[],Alejandro Bellogín,Alejandro Bellogín,,,,Spain
https://www.sciencedirect.com/science/article/pii/S0306437922000242,Information Systems,A reproducible POI recommendation framework: Works mapping and benchmark evaluation,,,[],Jorge Martinez-Gil,Jorge Martinez-Gil,,,,Austria
https://www.sciencedirect.com/science/article/pii/S0306437922000242,Information Systems,A reproducible POI recommendation framework: Works mapping and benchmark evaluation,,,[],Fernando Mourão,Fernando Mourão,,,,Brazil
https://www.sciencedirect.com/science/article/pii/S0306437922000242,Information Systems,A reproducible POI recommendation framework: Works mapping and benchmark evaluation,,,[],Leonardo Rocha,Leonardo Rocha,,,,Brazil
https://www.sciencedirect.com/science/article/pii/S0306437918300711,Information Systems,WITHDRAWN: Preface to the EDOC 2016 Special Issue,,,[],,,,,,
https://www.sciencedirect.com/science/article/pii/S0306437921001034,Information Systems,"Extracting domain behaviors through multi-criteria, polymorphism-inspired variability analysis",,,[],Iris Reinhartz-Berger,Iris Reinhartz-Berger,University of Haifa,University of Haifa,,Israel
https://www.sciencedirect.com/science/article/pii/S0306437921001034,Information Systems,"Extracting domain behaviors through multi-criteria, polymorphism-inspired variability analysis",,,[],Sameh Abbas,Sameh Abbas,University of Haifa,University of Haifa,,Israel
https://www.sciencedirect.com/science/article/pii/S0306437922000230,Information Systems,A comparative study on the energy consumption of Progressive Web Apps,,,[],Stefan Huber,Stefan Huber,University of Applied Sciences FH Kufstein Tirol,University of Applied Sciences FH Kufstein Tirol,,Austria
https://www.sciencedirect.com/science/article/pii/S0306437922000230,Information Systems,A comparative study on the energy consumption of Progressive Web Apps,,,[],Lukas Demetz,Lukas Demetz,University of Applied Sciences FH Kufstein Tirol,University of Applied Sciences FH Kufstein Tirol,,Austria
https://www.sciencedirect.com/science/article/pii/S0306437922000576,Information Systems,"Editorial Special issue on DOLAP 2021: Design, Optimization, Languages and Analytical Processing of Big Data",,,[],Kostas Stefanidis,Kostas Stefanidis,Tampere University,Tampere University,,Finland
https://www.sciencedirect.com/science/article/pii/S0306437922000576,Information Systems,"Editorial Special issue on DOLAP 2021: Design, Optimization, Languages and Analytical Processing of Big Data",,,[],Patrick Marcel,Patrick Marcel,University of Tours,University of Tours,,France
https://www.sciencedirect.com/science/article/pii/S0306437922000576,Information Systems,"Editorial Special issue on DOLAP 2021: Design, Optimization, Languages and Analytical Processing of Big Data",,,[],Il-Yeol Song,Il-Yeol Song,Drexel University,Drexel University,,USA
https://www.sciencedirect.com/science/article/pii/S0306437922000072,Information Systems,Exploiting GPUs for fast intersection of large sets,,,[],Christos Bellas,Christos Bellas,Aristotle University of Thessaloniki,Aristotle University of Thessaloniki,,Greece
https://www.sciencedirect.com/science/article/pii/S0306437922000072,Information Systems,Exploiting GPUs for fast intersection of large sets,,,[],Anastasios Gounaris,Anastasios Gounaris,Aristotle University of Thessaloniki,Aristotle University of Thessaloniki,,Greece
https://www.sciencedirect.com/science/article/pii/S0306437921001514,Information Systems,Data pre-processing pipeline generation for AutoETL,,,[],Joseph Giovanelli,Joseph Giovanelli,University of Bologna,University of Bologna,,Italy
https://www.sciencedirect.com/science/article/pii/S0306437921001514,Information Systems,Data pre-processing pipeline generation for AutoETL,,,[],Besim Bilalli,Besim Bilalli,,,,Spain
https://www.sciencedirect.com/science/article/pii/S0306437921001514,Information Systems,Data pre-processing pipeline generation for AutoETL,,,[],,,,,,
https://www.sciencedirect.com/science/article/pii/S0306437922000035,Information Systems,Exploring data using patterns: A survey,,,[],Vargha Dadvar,Vargha Dadvar,University of Waterloo,University of Waterloo,,Canada
https://www.sciencedirect.com/science/article/pii/S0306437922000035,Information Systems,Exploring data using patterns: A survey,,,[],Lukasz Golab,Lukasz Golab,University of Waterloo,University of Waterloo,,Canada
https://www.sciencedirect.com/science/article/pii/S0306437922000163,Information Systems,Mining SQL workloads for learning analysis behavior,,,[],Clement Moreau,Clement Moreau,University of Tours,University of Tours,,France
https://www.sciencedirect.com/science/article/pii/S0306437922000163,Information Systems,Mining SQL workloads for learning analysis behavior,,,[],Clement Legroux,Clement Legroux,University of Tours,University of Tours,,France
https://www.sciencedirect.com/science/article/pii/S0306437922000163,Information Systems,Mining SQL workloads for learning analysis behavior,,,[],Veronika Peralta,Veronika Peralta,University of Tours,University of Tours,,France
https://www.sciencedirect.com/science/article/pii/S0306437922000163,Information Systems,Mining SQL workloads for learning analysis behavior,,,[],Mohamed Ali Hamrouni,Mohamed Ali Hamrouni,University of Tours,University of Tours,,France
https://www.sciencedirect.com/science/article/pii/S0306437922000199,Information Systems,A foundation for spatio-textual-temporal cube analytics,,,"['Data cube', 'OLAP', 'Spatial analytics', 'Textual analytics', 'Spatio-textual-temporal data', 'Spatial-textual-temporal measures']",Mohsin Iqbal,Mohsin Iqbal,Aalborg University,Aalborg University,,Denmark
https://www.sciencedirect.com/science/article/pii/S0306437922000199,Information Systems,A foundation for spatio-textual-temporal cube analytics,,,"['Data cube', 'OLAP', 'Spatial analytics', 'Textual analytics', 'Spatio-textual-temporal data', 'Spatial-textual-temporal measures']",Matteo Lissandrini,Matteo Lissandrini,Aalborg University,Aalborg University,,Denmark
https://www.sciencedirect.com/science/article/pii/S0306437922000199,Information Systems,A foundation for spatio-textual-temporal cube analytics,,,"['Data cube', 'OLAP', 'Spatial analytics', 'Textual analytics', 'Spatio-textual-temporal data', 'Spatial-textual-temporal measures']",Torben Bach Pedersen,Torben Bach Pedersen,Aalborg University,Aalborg University,,Denmark
https://www.sciencedirect.com/science/article/pii/S0306437922000254,Information Systems,Preference-based and local post-hoc explanations for recommender systems,,,[],Léo Brunot,Léo Brunot,University of Tours,University of Tours,,France
https://www.sciencedirect.com/science/article/pii/S0306437922000254,Information Systems,Preference-based and local post-hoc explanations for recommender systems,,,[],Nicolas Canovas,Nicolas Canovas,University of Tours,University of Tours,,France
https://www.sciencedirect.com/science/article/pii/S0306437922000254,Information Systems,Preference-based and local post-hoc explanations for recommender systems,,,[],Alexandre Chanson,Alexandre Chanson,University of Tours,University of Tours,,France
https://www.sciencedirect.com/science/article/pii/S0306437922000254,Information Systems,Preference-based and local post-hoc explanations for recommender systems,,,[],Nicolas Labroche,Nicolas Labroche,University of Tours,University of Tours,,France
https://www.sciencedirect.com/science/article/pii/S0306437922000254,Information Systems,Preference-based and local post-hoc explanations for recommender systems,,,[],Willème Verdeaux,Willème Verdeaux,University of Tours,University of Tours,,France
https://www.sciencedirect.com/science/article/pii/S0306437922000424,Information Systems,GTT: Leveraging data characteristics for guiding the tensor train decomposition☆,,,[],Mao-Lin Li,Mao-Lin Li,Arizona State University,Arizona State University,,USA
https://www.sciencedirect.com/science/article/pii/S0306437922000424,Information Systems,GTT: Leveraging data characteristics for guiding the tensor train decomposition☆,,,[],K. Selçuk Candan,K. Selçuk Candan,Arizona State University,Arizona State University,,USA
https://www.sciencedirect.com/science/article/pii/S0306437922000424,Information Systems,GTT: Leveraging data characteristics for guiding the tensor train decomposition☆,,,[],Maria Luisa Sapino,Maria Luisa Sapino,University of Turino,University of Turino,,Italy
https://www.sciencedirect.com/science/article/pii/S030643792100123X,Information Systems,Parallelizing filter-and-verification based exact set similarity joins on multicores,,,[],Fabian Fier,Fabian Fier,,,,Germany
https://www.sciencedirect.com/science/article/pii/S030643792100123X,Information Systems,Parallelizing filter-and-verification based exact set similarity joins on multicores,,,[],Johann-Christoph Freytag,Johann-Christoph Freytag,,,,Germany
https://www.sciencedirect.com/science/article/pii/S0306437921001666,Information Systems,Data-dependent metric filtering,,,[],Vladimir Mic,Vladimir Mic,Masaryk University,Masaryk University,,Czech Republic
https://www.sciencedirect.com/science/article/pii/S0306437921001253,Information Systems,BETULA: Fast clustering of large data with improved BIRCH CF-Trees☆,,,"['Cluster analysis', 'BIRCH', 'CF-Tree', 'k-means', 'Gaussian mixture modeling', 'Hierarchical agglomerative clustering']",Andreas Lang,Andreas Lang,TU Dortmund University,TU Dortmund University,,Germany
https://www.sciencedirect.com/science/article/pii/S0306437921001253,Information Systems,BETULA: Fast clustering of large data with improved BIRCH CF-Trees☆,,,"['Cluster analysis', 'BIRCH', 'CF-Tree', 'k-means', 'Gaussian mixture modeling', 'Hierarchical agglomerative clustering']",Erich Schubert,Erich Schubert,TU Dortmund University,TU Dortmund University,,Germany
https://www.sciencedirect.com/science/article/pii/S0306437922000059,Information Systems,ABID: Angle Based Intrinsic Dimensionality — Theory and analysis☆,,,"['Local intrinsic dimensionality', 'High-dimensional data', 'Doubling dimension', 'Distribution of cosines']",Erik Thordsen,Erik Thordsen,TU Dortmund University,TU Dortmund University,,Germany
https://www.sciencedirect.com/science/article/pii/S0306437922000059,Information Systems,ABID: Angle Based Intrinsic Dimensionality — Theory and analysis☆,,,"['Local intrinsic dimensionality', 'High-dimensional data', 'Doubling dimension', 'Distribution of cosines']",Erich Schubert,Erich Schubert,TU Dortmund University,TU Dortmund University,,Germany
https://www.sciencedirect.com/science/article/pii/S0306437922000229,Information Systems,Transactions across serverless functions leveraging stateful dataflows,,,"['Serverless', 'Transactions', 'FaaS', 'Two-phase commit', 'Sagas', 'Streaming dataflows']",Martijn de Heus,Martijn De Heus,Delft University of Technology,Delft University of Technology,,Netherlands
https://www.sciencedirect.com/science/article/pii/S0306437922000229,Information Systems,Transactions across serverless functions leveraging stateful dataflows,,,"['Serverless', 'Transactions', 'FaaS', 'Two-phase commit', 'Sagas', 'Streaming dataflows']",Kyriakos Psarakis,Kyriakos Psarakis,Delft University of Technology,Delft University of Technology,,Netherlands
https://www.sciencedirect.com/science/article/pii/S0306437922000229,Information Systems,Transactions across serverless functions leveraging stateful dataflows,,,"['Serverless', 'Transactions', 'FaaS', 'Two-phase commit', 'Sagas', 'Streaming dataflows']",Marios Fragkoulis,Marios Fragkoulis,,,,Germany
https://www.sciencedirect.com/science/article/pii/S0306437922000229,Information Systems,Transactions across serverless functions leveraging stateful dataflows,,,"['Serverless', 'Transactions', 'FaaS', 'Two-phase commit', 'Sagas', 'Streaming dataflows']",Asterios Katsifodimos,Asterios Katsifodimos,Delft University of Technology,Delft University of Technology,,Netherlands
https://www.sciencedirect.com/science/article/pii/S0306437921001290,Information Systems,DeepMatch2: A comprehensive deep learning-based approach for in-vehicle presence detection,,,"['Mobile context', 'In-vehicle presence detection', 'Sensor event streams analysis', 'Deep learning', 'Event matching', 'Intelligent transportation']",Magnus Oplenskedal,Magnus Oplenskedal,Norwegian University of Science and Technology (NTNU),Norwegian University of Science and Technology (NTNU),,Norway
https://www.sciencedirect.com/science/article/pii/S0306437921001290,Information Systems,DeepMatch2: A comprehensive deep learning-based approach for in-vehicle presence detection,,,"['Mobile context', 'In-vehicle presence detection', 'Sensor event streams analysis', 'Deep learning', 'Event matching', 'Intelligent transportation']",Peter Herrmann,Peter Herrmann,Norwegian University of Science and Technology (NTNU),Norwegian University of Science and Technology (NTNU),,Norway
https://www.sciencedirect.com/science/article/pii/S0306437921001290,Information Systems,DeepMatch2: A comprehensive deep learning-based approach for in-vehicle presence detection,,,"['Mobile context', 'In-vehicle presence detection', 'Sensor event streams analysis', 'Deep learning', 'Event matching', 'Intelligent transportation']",Amir Taherkordi,Amir Taherkordi,,,,Norway
https://www.sciencedirect.com/science/article/pii/S0306437921001575,Information Systems,Cost-aware process modeling in multiclouds,,,[],Daniel Ritter,Daniel Ritter,,,,Germany
https://www.sciencedirect.com/science/article/pii/S0306437922000023,Information Systems,"Verifying compliance in process choreographies: Foundations, algorithms, and implementation",,,"['Distributed business processes', 'Business rules', 'Compliance management', 'Process choreography', 'Business process compliance', 'Global compliance rules', 'Rule decomposition']",Walid Fdhila,Walid Fdhila,,,,Austria
https://www.sciencedirect.com/science/article/pii/S0306437922000023,Information Systems,"Verifying compliance in process choreographies: Foundations, algorithms, and implementation",,,"['Distributed business processes', 'Business rules', 'Compliance management', 'Process choreography', 'Business process compliance', 'Global compliance rules', 'Rule decomposition']",David Knuplesch,David Knuplesch,,,,Germany
https://www.sciencedirect.com/science/article/pii/S0306437922000023,Information Systems,"Verifying compliance in process choreographies: Foundations, algorithms, and implementation",,,"['Distributed business processes', 'Business rules', 'Compliance management', 'Process choreography', 'Business process compliance', 'Global compliance rules', 'Rule decomposition']",Stefanie Rinderle-Ma,Stefanie Rinderle-Ma,Technical University of Munich,Technical University of Munich,,Germany
https://www.sciencedirect.com/science/article/pii/S0306437922000023,Information Systems,"Verifying compliance in process choreographies: Foundations, algorithms, and implementation",,,"['Distributed business processes', 'Business rules', 'Compliance management', 'Process choreography', 'Business process compliance', 'Global compliance rules', 'Rule decomposition']",Manfred Reichert,Manfred Reichert,Institute of Databases and Information Systems,Institute of Databases and Information Systems,,Germany
https://www.sciencedirect.com/science/article/pii/S0306437922000308,Information Systems,Editorial Board,,,[],,,,,,
https://www.sciencedirect.com/science/article/pii/S0306437922000047,Information Systems,Process Mining meets argumentation: Explainable interpretations of low-level event logs via abstract argumentation,,,[],Bettina Fazzinga,Bettina Fazzinga,DICES - University of Calabria,DICES - University of Calabria,,Italy
https://www.sciencedirect.com/science/article/pii/S0306437922000047,Information Systems,Process Mining meets argumentation: Explainable interpretations of low-level event logs via abstract argumentation,,,[],Sergio Flesca,Sergio Flesca,DIMES - University of Calabria,DIMES - University of Calabria,,Italy
https://www.sciencedirect.com/science/article/pii/S0306437922000047,Information Systems,Process Mining meets argumentation: Explainable interpretations of low-level event logs via abstract argumentation,,,[],,,,,,
https://www.sciencedirect.com/science/article/pii/S0306437922000047,Information Systems,Process Mining meets argumentation: Explainable interpretations of low-level event logs via abstract argumentation,,,[],Luigi Pontieri,Luigi Pontieri,,,,Italy
https://www.sciencedirect.com/science/article/pii/S030643792200014X,Information Systems,Bilateral knowledge graph enhanced online course recommendation,,,[],Shuang Yang,Shuang Yang,School of Software Engineering,School of Software Engineering,,China
https://www.sciencedirect.com/science/article/pii/S030643792200014X,Information Systems,Bilateral knowledge graph enhanced online course recommendation,,,[],Xuesong Cai,Xuesong Cai,Shanghai Synergy Digital Technology Innovation Institute,Shanghai Synergy Digital Technology Innovation Institute,,China
https://www.sciencedirect.com/science/article/pii/S0306437922000151,Information Systems,A hinge-loss based codebook transfer for cross-domain recommendation with non-overlapping data,,,[],Sowmini Devi Veeramachaneni,Sowmini Devi Veeramachaneni,École Centrale School of Engineering,École Centrale School of Engineering,,India
https://www.sciencedirect.com/science/article/pii/S0306437922000151,Information Systems,A hinge-loss based codebook transfer for cross-domain recommendation with non-overlapping data,,,[],,,,,,
https://www.sciencedirect.com/science/article/pii/S0306437922000151,Information Systems,A hinge-loss based codebook transfer for cross-domain recommendation with non-overlapping data,,,[],Vineet Padmanabhan,Vineet Padmanabhan,School of Computer and Information Sciences,School of Computer and Information Sciences,,India
https://www.sciencedirect.com/science/article/pii/S0306437922000151,Information Systems,A hinge-loss based codebook transfer for cross-domain recommendation with non-overlapping data,,,[],Vikas Kumar,Vikas Kumar,University of Delhi,University of Delhi,,India
https://www.sciencedirect.com/science/article/pii/S0306437922000187,Information Systems,Weighted top-k dominating queries on highly incomplete data,,,[],H.M. Abdul Fattah,H.M. Abdul Fattah,Khulna University of Engineering & Technology,Khulna University of Engineering & Technology,,Bangladesh
https://www.sciencedirect.com/science/article/pii/S0306437922000187,Information Systems,Weighted top-k dominating queries on highly incomplete data,,,[],K.M. Azharul Hasan,K.M. Azharul Hasan,Khulna University of Engineering & Technology,Khulna University of Engineering & Technology,,Bangladesh
https://www.sciencedirect.com/science/article/pii/S0306437922000187,Information Systems,Weighted top-k dominating queries on highly incomplete data,,,[],,,,,,
https://www.sciencedirect.com/science/article/pii/S0306437922000217,Information Systems,BPMN in healthcare: Challenges and best practices,,,"['BPMN', 'Best practices', 'Healthcare', 'Modeling challenges', 'Process modeling', 'Standard-based design']",Luise Pufahl,Luise Pufahl,,,,Germany
https://www.sciencedirect.com/science/article/pii/S0306437922000217,Information Systems,BPMN in healthcare: Challenges and best practices,,,"['BPMN', 'Best practices', 'Healthcare', 'Modeling challenges', 'Process modeling', 'Standard-based design']",Francesca Zerbato,Francesca Zerbato,Institute of Computer Science (ICS-HSG),Institute of Computer Science (ICS-HSG),,Switzerland
https://www.sciencedirect.com/science/article/pii/S0306437922000217,Information Systems,BPMN in healthcare: Challenges and best practices,,,"['BPMN', 'Best practices', 'Healthcare', 'Modeling challenges', 'Process modeling', 'Standard-based design']",Barbara Weber,Barbara Weber,Institute of Computer Science (ICS-HSG),Institute of Computer Science (ICS-HSG),,Switzerland
https://www.sciencedirect.com/science/article/pii/S0306437922000217,Information Systems,BPMN in healthcare: Challenges and best practices,,,"['BPMN', 'Best practices', 'Healthcare', 'Modeling challenges', 'Process modeling', 'Standard-based design']",Ingo Weber,Ingo Weber,,,,Germany
https://www.sciencedirect.com/science/article/pii/S030643792100003X,Information Systems,Applying Reinforcement Learning towards automating energy efficient virtual machine consolidation in cloud data centers,,,[],Rachael Shaw,Rachael Shaw,School of Computer Science,and School of Computer Science,,Ireland
https://www.sciencedirect.com/science/article/pii/S0306437921000065,Information Systems,Privacy-preserving location data stream clustering on mobile edge computing and cloud,,,[],Veronika Stephanie,Veronika Stephanie,RMIT University,RMIT University,,Australia
https://www.sciencedirect.com/science/article/pii/S0306437921000065,Information Systems,Privacy-preserving location data stream clustering on mobile edge computing and cloud,,,[],M.A.P. Chamikara,M.A.P. Chamikara,RMIT University,RMIT University,,Australia
https://www.sciencedirect.com/science/article/pii/S0306437921000065,Information Systems,Privacy-preserving location data stream clustering on mobile edge computing and cloud,,,[],Ibrahim Khalil,Ibrahim Khalil,RMIT University,RMIT University,,Australia
https://www.sciencedirect.com/science/article/pii/S0306437921000065,Information Systems,Privacy-preserving location data stream clustering on mobile edge computing and cloud,,,[],Mohammed Atiquzzaman,Mohammed Atiquzzaman,University of Oklahoma,University of Oklahoma,,United States of America
https://www.sciencedirect.com/science/article/pii/S0306437921000089,Information Systems,Cloud-Fog Assisted Energy Efficient Architectural Paradigm for Disaster Evacuation,,,[],Amandeep Kaur,Amandeep Kaur,Guru Nanak Dev University Regional Campus,Guru Nanak Dev University Regional Campus,,India
https://www.sciencedirect.com/science/article/pii/S0306437921000089,Information Systems,Cloud-Fog Assisted Energy Efficient Architectural Paradigm for Disaster Evacuation,,,[],Sahil,Sahil,School of Computing,School of Computing,,India
https://www.sciencedirect.com/science/article/pii/S0306437921000776,Information Systems,"The convergence and interplay of edge, fog, and cloud in the AI-driven Internet of Things (IoT)",,,[],Farshad Firouzi,Farshad Firouzi,Duke University,Duke University,,United States of America
https://www.sciencedirect.com/science/article/pii/S0306437921000776,Information Systems,"The convergence and interplay of edge, fog, and cloud in the AI-driven Internet of Things (IoT)",,,[],Bahar Farahani,Bahar Farahani,Cyberspace Research Institute,Cyberspace Research Institute,,Iran
https://www.sciencedirect.com/science/article/pii/S0306437921000776,Information Systems,"The convergence and interplay of edge, fog, and cloud in the AI-driven Internet of Things (IoT)",,,[],Alexander Marinšek,Alexander Marinšek,,,,Belgium
https://www.sciencedirect.com/science/article/pii/S0306437921000910,Information Systems,Exploring computation offloading in IoT systems,,,"['Internet of Things', 'Fog computing', 'Computation offloading']",Sina Shahhosseini,Sina Shahhosseini,University of California Irvine,University of California Irvine,,USA
https://www.sciencedirect.com/science/article/pii/S0306437921000910,Information Systems,Exploring computation offloading in IoT systems,,,"['Internet of Things', 'Fog computing', 'Computation offloading']",Arman Anzanpour,Arman Anzanpour,University of Turku,University of Turku,,Finland
https://www.sciencedirect.com/science/article/pii/S0306437921000910,Information Systems,Exploring computation offloading in IoT systems,,,"['Internet of Things', 'Fog computing', 'Computation offloading']",Sina Labbaf,Sina Labbaf,University of California Irvine,University of California Irvine,,USA
https://www.sciencedirect.com/science/article/pii/S0306437921000910,Information Systems,Exploring computation offloading in IoT systems,,,"['Internet of Things', 'Fog computing', 'Computation offloading']",DongJoo Seo,Dongjoo Seo,University of California Irvine,University of California Irvine,,USA
https://www.sciencedirect.com/science/article/pii/S0306437921000910,Information Systems,Exploring computation offloading in IoT systems,,,"['Internet of Things', 'Fog computing', 'Computation offloading']",Sung-Soo Lim,Sung-Soo Lim,Kookmin University,Kookmin University,,South Korea
https://www.sciencedirect.com/science/article/pii/S0306437921001241,Information Systems,Discovering data transfer routines from user interaction logs,,,[],Volodymyr Leno,Volodymyr Leno,University of Tartu,University of Tartu,,Estonia
https://www.sciencedirect.com/science/article/pii/S0306437921001241,Information Systems,Discovering data transfer routines from user interaction logs,,,[],Adriano Augusto,Adriano Augusto,University of Melbourne,The University of Melbourne,,Australia
https://www.sciencedirect.com/science/article/pii/S0306437921001241,Information Systems,Discovering data transfer routines from user interaction logs,,,[],Marlon Dumas,Marlon Dumas,University of Tartu,University of Tartu,,Estonia
https://www.sciencedirect.com/science/article/pii/S0306437921001241,Information Systems,Discovering data transfer routines from user interaction logs,,,[],Marcello La Rosa,Marcello La Rosa,University of Melbourne,The University of Melbourne,,Australia
https://www.sciencedirect.com/science/article/pii/S0306437921001241,Information Systems,Discovering data transfer routines from user interaction logs,,,[],,,,,,
https://www.sciencedirect.com/science/article/pii/S0306437921001241,Information Systems,Discovering data transfer routines from user interaction logs,,,[],Artem Polyvyanyy,Artem Polyvyanyy,University of Melbourne,The University of Melbourne,,Australia
https://www.sciencedirect.com/science/article/pii/S0306437921001265,Information Systems,Measuring the interestingness of temporal logic behavioral specifications in process mining,,,"['Declarative process mining', 'Specification mining', 'Association rule mining', 'Interestingness measures', 'Temporal rules']",Alessio Cecconi,Alessio Cecconi,Vienna University of Economics and Business,Vienna University of Economics and Business (WU),,Austria
https://www.sciencedirect.com/science/article/pii/S0306437921001265,Information Systems,Measuring the interestingness of temporal logic behavioral specifications in process mining,,,"['Declarative process mining', 'Specification mining', 'Association rule mining', 'Interestingness measures', 'Temporal rules']",Giuseppe De Giacomo,Giuseppe De Giacomo,Sapienza University of Rome,Sapienza University of Rome,,Italy
https://www.sciencedirect.com/science/article/pii/S0306437921001265,Information Systems,Measuring the interestingness of temporal logic behavioral specifications in process mining,,,"['Declarative process mining', 'Specification mining', 'Association rule mining', 'Interestingness measures', 'Temporal rules']",Claudio Di Ciccio,Claudio Di Ciccio,Sapienza University of Rome,Sapienza University of Rome,,Italy
